Year Month,Country,BNF Chemical Substance plus Code,BNF Presentation plus Code,Items,Actual Cost,ADQ Usage,List Size
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,200unit capsules (0906040G0AADFDF)",5891,107881.7328647,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 20,000units/ml oral solution (0906040G0AADGDG)",2,393.01753083405,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 25,000units/1ml soln ud amp sugar free (0906040G0AADHDH)",1620,12937.4093351778,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 25,000unit tablets (0906040G0AADKDK)",1424,17397.6834458803,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/ml oral drops sugar free (0906040G0AADNDN)",958,11474.0205651551,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/ml oral solution sugar free (0906040G0AADPDP)",577,10442.8261628696,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,400units/ml oral drops sugar free (0906040G0AADQDQ)",725,4474.12328093785,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 20,000unit capsules (0906040G0AADRDR)",22592,240812.625511004,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 15,000units/5ml oral solution (0906040G0AADSDS)",59,8195.93665583136,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,740units/ml oral drops sugar free (0906040G0AADTDT)",878,11789.3944144177,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 50,000units/1ml soln ud amp sugar free (0906040G0AADUDU)",1009,11392.5995289105,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000unit capsules (0906040G0AADVDV)",2170,33476.719866525,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,200unit capsules (0906040G0AADWDW)",309,7091.93040041987,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,500unit capsules (0906040G0AADXDX)",662,12468.0444833894,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,000unit capsules (0906040G0AADYDY)",87,3716.43195303078,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 30,000unit capsules (0906040G0AADZDZ)",70,1954.79323390464,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,000unit capsules (0906040G0AAEAEA)",299,3564.45270799811,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 4,000unit capsules (0906040G0AAECEC)",115,1223.00033091205,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 4,000unit tablets (0906040G0AAEEEE)",2303,24478.3426027902,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 40,000unit tablets (0906040G0AAEFEF)",1,210.395850076389,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 5,600unit capsules (0906040G0AAEJEJ)",362,2589.40136915576,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 25,000unit capsules (0906040G0AAEKEK)",1867,17731.7960901254,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400unit tablets (0906040G0AAELEL),8197,52878.7224613003,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 15,000units/5ml oral solution sugar free (0906040G0AAENEN)",50,878.533186610596,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 10,000units/5ml oral solution sugar free (0906040G0AAEPEP)",29,579.949320261029,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 50,000unit capsules (0906040G0AAEQEQ)",4195,38376.6521155807,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400unit chewable tablets (0906040G0AAERER),60,112.832331637919,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,000unit chewable tablets (0906040G0AAESES)",83,685.055515958794,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400units/ml oral drops sugar free (0906040G0AAETET),1319,12601.3839130114,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 2,500unit tablets (0906040G0AAEWEW)",3,5.82143463118475,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 1,000units/dose oral spray sugar free (0906040G0AAFDFD)",1,25.0990796922027,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 200units/drop oral drops (0906040G0AAFGFG),34,1318.80352058076,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Colecalciferol 400units/drop oral drops sugar free (0906040G0AAFKFK),2,49.2658841255735,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 3,000units/dose oral spray sugar free (0906040G0AAFLFL)",2,24.8854735688495,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Colecalciferol 4,000units/dose oral spray sugar free (0906040G0AAFMFM)",1,5.2482085243486,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Solgar Vitamin D3 2,200unit capsules (0906040G0BEAADW)",51,660.028804845956,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Solgar Vitamin D3 600unit capsules (0906040G0BEABBF),3,98.9294897030839,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Solgar Vitamin D3 1,000unit tablets (0906040G0BEACBG)",70,799.262019658828,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Solgar Vitamin D3 1,000unit capsules (0906040G0BEADBH)",142,1682.78457298795,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Solgar Vitamin D3 400unit capsules (0906040G0BEAEBI),27,422.687870237094,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Solgar Vitamin D3 4,000unit capsules (0906040G0BEAFEC)",3,57.869599186201,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"BabyD 1,000units/ml oral solution (0906040G0BHAABN)",202,1222.87586610716,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Pro D3 400unit capsules (0906040G0BIAABI),1098,7342.37310315511,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 1,000unit capsules (0906040G0BIABBH)",2494,19635.9805426439,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 2,500unit capsules (0906040G0BIACDX)",253,2883.45638801709,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 10,000unit capsules (0906040G0BIADDV)",393,3170.83327579839,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 20,000unit capsules (0906040G0BIAEDR)",1101,4369.637235029,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 30,000unit capsules (0906040G0BIAFDZ)",28,528.597065799479,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 2,000units/ml liquid drops (0906040G0BIAGBT)",488,7111.98599509615,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 2,000units/ml liquid (0906040G0BIAICU)",421,10803.0663545948,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Pro D3 800unit capsules (0906040G0BIAJAN),489,1704.45163416266,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Pro D3 800unit Vegan capsules (0906040G0BIAKAN),133,862.759571429104,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 3,200unit Vegan capsules (0906040G0BIALDF)",21,166.324694706402,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 20,000unit Vegan capsules (0906040G0BIAMDR)",134,1134.83628577447,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 2,000units/ml Vegan liquid drops (0906040G0BIANBT)",14,503.811229415928,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 2,000units/ml Vegan liquid (0906040G0BIAPCU)",8,217.994370599688,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Lamberts Vitamin D3 400unit tablets (0906040G0BJABEL),123,594.162607136358,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Lamberts Vitamin D3 1,000unit capsules (0906040G0BJADBH)",3,57.0505946259393,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Valupak Vitamin D3 1,000unit tablets (0906040G0BMAABG)",31458,14161.2506754167,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Valupak Vitamin D3 1,000unit capsules (0906040G0BMABBH)",706,900.146500656097,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 1,000unit tablets (0906040G0BWAABG)",2945,11333.9091721326,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 10,000unit tablets (0906040G0BWABCQ)",587,4879.2782914641,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 20,000unit tablets (0906040G0BWACCR)",1647,4131.88667016206,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 50,000unit tablets (0906040G0BWADCY)",188,1715.66120280866,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 2,000unit tablets (0906040G0BWAEDB)",1072,5443.17537229195,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 5,000unit tablets (0906040G0BWAFCN)",222,1567.65898055319,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 3,000unit tablets (0906040G0BWAGAC)",283,2496.78847695102,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 2,000units/ml oral solution (0906040G0BWAHEP)",292,5018.35878516743,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 2,000units/ml oral drops (0906040G0BWAIBT)",254,2770.20094049269,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),SunVit-D3 400unit tablets (0906040G0BWAJEL),719,2350.23483930068,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),SunVit-D3 800unit tablets (0906040G0BWAKCS),3066,9314.84509493352,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),SunVit-D3 400unit capsules (0906040G0BWALBI),296,848.794396291136,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 2,200unit capsules (0906040G0BWAMDW)",59,399.239035603788,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 3,200unit capsules (0906040G0BWANDF)",102,962.273181387531,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 10,000unit capsules (0906040G0BWAPDV)",196,1557.21046132715,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 50,000unit capsules (0906040G0BWAQEQ)",53,726.905707224629,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 15,000units/5ml oral solution (0906040G0BWAREN)",20,416.353523858618,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 3,000units/ml oral solution (0906040G0BWASEN)",107,2039.15212966657,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 10,000units/5ml oral solution (0906040G0BWATEP)",3,76.0257928211186,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),SunVit-D3 800unit capsules (0906040G0BWAUAN),952,2713.27049954888,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 2,500unit capsules (0906040G0BWAVDX)",60,511.203194404071,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 25,000unit tablets (0906040G0BWAWDK)",84,463.114010423467,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 40,000unit capsules (0906040G0BWAXCV)",33,187.718399717869,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),SunVit-D3 400unit Vegan tablets (0906040G0BWAYEL),34,182.85461407351,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 1,000unit Vegan tablets (0906040G0BWAZBG)",64,320.637160282571,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 1,000unit capsules (0906040G0BWBABH)",1077,3565.51822421493,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 20,000unit capsules (0906040G0BWBBDR)",262,620.296322776863,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 4,000unit tablets (0906040G0BWBDEE)",44,453.641860566484,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"SunVit-D3 25,000unit capsules (0906040G0BWBEEK)",1,11.7458845707524,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Fultium-D3 800unit capsules (0906040G0BXAAAN),103688,397245.526083424,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Fultium-D3 3,200unit capsules (0906040G0BXABDF)",4070,82440.2260183867,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Fultium-D3 20,000unit capsules (0906040G0BXACDR)",11545,101403.967334236,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Fultium-D3 2,740units/ml oral drops (0906040G0BXADDT)",1060,13504.7899796582,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),DLux 400 oral spray (0906040G0BZAACI),23,203.873181500927,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Pro D3 forte 3,000units/ml liquid (0906040G0CCAADS)",259,7256.49813898289,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),D-Pearls 800unit capsules (0906040G0CEAAAN),571,603.349711686349,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"D-Pearls 1,000unit capsules (0906040G0CEABBH)",585,1139.23782591476,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"D-Pearls 5,000unit capsules (0906040G0CEACEA)",18,61.4900226885919,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"D-Pearls 20,000unit capsules (0906040G0CEADDR)",170,471.872097141433,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Hux D3 20,000unit capsules (0906040G0CGAADR)",36443,57018.1743800941,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Hux D3 3,200unit capsules (0906040G0CGABDF)",194,2125.01517147451,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Aciferol D3 400unit tablets (0906040G0CHAAEL),271,1405.1929158291,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 1,000unit tablets (0906040G0CHABBG)",471,3474.30461227446,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 2,200unit tablets (0906040G0CHACCP)",84,937.075705735974,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 3,000unit tablets (0906040G0CHADAC)",48,650.548215769178,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 5,000unit tablets (0906040G0CHAECN)",44,437.679498335904,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 10,000unit tablets (0906040G0CHAFCQ)",106,1674.43305046207,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 20,000unit tablets (0906040G0CHAGCR)",46,292.040033547307,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 30,000unit capsules (0906040G0CHAHDZ)",11,149.336029166391,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 50,000unit capsules (0906040G0CHAIEQ)",7,83.496227287133,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 3,000units/ml liquid (0906040G0CHAJDS)",176,4473.41864288842,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aciferol D3 2,000units/ml liquid (0906040G0CHAKCU)",48,949.808518083344,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"E-D3 1,000unit capsules (0906040G0CIACBH)",1,5.96389458163367,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"E-D3 1,000unit tablets (0906040G0CIADBG)",1,2.70205349675515,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),E-D3 400unit tablets (0906040G0CIAFEL),1,138.098555228921,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Desunin 800unit tablets (0906040G0CJAACS),34419,127305.184237421,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Desunin 4,000unit tablets (0906040G0CJABEE)",445,4905.12531101446,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Cubicole D3 400unit capsules (0906040G0CKAABI),1,2.7779919328828,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Cubicole D3 600unit capsules (0906040G0CKABBF),2,18.6703051766371,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Cubicole D3 1,000unit capsules (0906040G0CKACBH)",1,0.479659950448913,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Cubicole D3 2,200unit capsules (0906040G0CKADDW)",3,15.7039748076267,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Cubicole D3 3,000unit capsules (0906040G0CKAEDY)",3,32.9868740260809,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Cubicole D3 10,000unit capsules (0906040G0CKAGDV)",1,18.4377298352201,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Cubicole D3 400unit tablets (0906040G0CKAKEL),1,3.22940111791257,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Cubicole D3 1,000unit tablets (0906040G0CKALBG)",2,14.3856057547331,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Plenachol D3 20,000unit capsules (0906040G0CNACDR)",1344,11872.622584244,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Plenachol D3 40,000unit capsules (0906040G0CNADCV)",585,5604.7094246304,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"BioLife Vitamin D3 1,000unit tablets (0906040G0CRAABG)",1,0.70566607380209,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"OsteoCaps D3 20,000unit capsules (0906040G0CVAADR)",1460,2497.92745271351,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"OsteoCaps D3 1,000unit capsules (0906040G0CVABBH)",1315,2086.21642679026,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),HealthAid Vitamin D3 200units/drop oral drops (0906040G0CYAADA),203,1399.194134314,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"HealthAid Vitamin D3 10,000unit capsules (0906040G0CYAEDV)",15,199.623745840442,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Vitamin D3 High Strength 5,000unit tablets (0906040G0DBAACN)",39,190.533126860033,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Vitamin D3 Lemon Melts 2,000unit tablets (0906040G0DCABDD)",18,145.218733074119,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Kora LiquiD 3000units/ml oral solution (0906040G0DDAADS),73,1502.79765889993,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"D-Max 5,000unit capsules (0906040G0DEAAEA)",2,9.15921415219091,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"InVita D3 25,000units/1ml oral solution (0906040G0DFAADH)",7683,60392.4217464476,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"InVita D3 2,400units/ml oral drops (0906040G0DFABDQ)",965,5683.31686554798,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"InVita D3 50,000units/1ml oral solution (0906040G0DFACDU)",2828,31808.6369026136,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),InVita D3 800unit capsules (0906040G0DFADAN),52615,142883.078568355,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),InVita D3 400unit capsules (0906040G0DFAEBI),1165,2461.92437432849,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"InVita D3 50,000unit capsules (0906040G0DFAFEQ)",6742,61926.3760166876,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"InVita D3 25,000unit capsules (0906040G0DFAGEK)",3296,20771.3210616517,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"InVita D3 5,600unit capsules (0906040G0DFAHEJ)",402,1766.50753397729,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Stexerol-D3 1,000unit tablets (0906040G0DHAABG)",32323,96394.4356116442,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Stexerol-D3 25,000unit tablets (0906040G0DHABDK)",5911,67713.08775742,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Thorens 10,000units/ml oral drops (0906040G0DIAADN)",1654,22529.5123630139,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Thorens 25,000units/2.5ml oral solution (0906040G0DIABDP)",362,2104.25228611619,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Thorens 25,000unit capsules (0906040G0DIACEK)",13,45.2714032388993,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Aviticol 1,000unit capsules (0906040G0DJABBH)",1,7.59885283607399,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Vitamin D3 400units/ml for infants and children dps (0906040G0DKAFET),35,321.952647625061,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),Strivit-D3 800unit capsules (0906040G0DNAAAN),31946,82856.558545643,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Strivit-D3 3,200unit capsules (0906040G0DNABDF)",1559,22906.3243690564,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Strivit-D3 20,000unit capsules (0906040G0DNACDR)",5448,47424.4880424466,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),ColeKal-D3 800unit capsules (0906040G0DPAAAN),497,785.537847654852,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),ColeKal-D3 800unit tablets (0906040G0DPABCS),154,321.541939676687,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeKal-D3 3,200unit capsules (0906040G0DPACDF)",34,129.907451957768,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeKal-D3 1,000unit capsules (0906040G0DPADBH)",169,199.209223880941,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeKal-D3 4,000unit tablets (0906040G0DPAEEE)",43,242.979244664049,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),ColeKal-D3 400unit capsules (0906040G0DPAFBI),82,112.182199490315,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeKal-D3 1,000unit tablets (0906040G0DPAGBG)",95,137.074271610911,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),ColeKal-D3 400unit tablets (0906040G0DPAJEL),17,47.4202705957842,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeKal-D3 40,000unit capsules (0906040G0DPAKCV)",2,8.08792970832929,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeKal-D3 20,000unit capsules (0906040G0DPAMDR)",24,19.5105591689031,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),FSC Vitamin D3 400unit tablets (0906040G0DTACEL),4,5.68899466421881,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),EveryDay-D 400unit chewable tablets (0906040G0DWAAER),1,0.959922962574414,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Urgent-D 2,000unit chewable tablets (0906040G0DXAAES)",12,175.299581845443,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"Vitamin D3 1,000unit oral drops (0906040G0DYACFH)",1,7.21634518188252,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeDose D3 1,000unit tablets (0906040G0ECAABG)",14,22.5853324013858,,62604001
202305,ENGLAND,Colecalciferol (0906040G0),"ColeDose D3 1,000unit capsules (0906040G0ECABBH)",47,42.5456527212356,,62604001
