Year Month,ICB Code,Commissioner / Provider Code,PCN,PCN Code,Practice,BNF Chemical Substance plus Code,Items,Actual Cost,ADQ Usage,List Size
202304,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,RAVENSWORTH SURGERY,Salbutamol (0301011R0),314,1003.78624629452,19896,5793
202304,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,RAVENSWORTH SURGERY,Terbutaline sulphate (0301011V0),2,15.650678364487,200,5793
202304,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,THE G.P.SUITE,Salbutamol (0301011R0),242,820.789616067193,15315,4631
202304,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,THE G.P.SUITE,Terbutaline sulphate (0301011V0),2,15.650678364487,200,4631
202304,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,THE GLEN MEDICAL GROUP,Salbutamol (0301011R0),409,1127.90391864525,24110,10962
202304,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,THE GLEN MEDICAL GROUP,Terbutaline sulphate (0301011V0),5,39.1266959112176,500,10962
202304,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,VICTORIA MEDICAL CENTRE,Salbutamol (0301011R0),108,441.091172826345,6083,3604
202304,QHM,00P00,COALFIELDS PCN,U69720,GRANGEWOOD SURGERY,Salbutamol (0301011R0),306,1253.96112418185,22729,7217
202304,QHM,00P00,COALFIELDS PCN,U69720,GRANGEWOOD SURGERY,Terbutaline sulphate (0301011V0),5,46.9396350934611,600,7217
202304,QHM,00P00,COALFIELDS PCN,U69720,HERRINGTON MEDICAL CENTRE,Salbutamol (0301011R0),298,1046.97319170531,17773,9208
202304,QHM,00P00,COALFIELDS PCN,U69720,HERRINGTON MEDICAL CENTRE,Terbutaline sulphate (0301011V0),4,39.1142959112176,500,9208
202304,QHM,00P00,COALFIELDS PCN,U69720,HETTON GROUP PRACTICE,Salbutamol (0301011R0),485,1933.99201257318,26989,11665
202304,QHM,00P00,COALFIELDS PCN,U69720,HETTON GROUP PRACTICE,Terbutaline sulphate (0301011V0),9,78.2409918224352,1000,11665
202304,QHM,00P00,COALFIELDS PCN,U69720,"HOUGHTON MEDICAL GROUP,",Salbutamol (0301011R0),311,836.636866412144,17218,8107
202304,QHM,00P00,COALFIELDS PCN,U69720,"HOUGHTON MEDICAL GROUP,",Terbutaline sulphate (0301011V0),10,78.2533918224352,1000,8107
202304,QHM,00P00,COALFIELDS PCN,U69720,KEPIER MEDICAL PRACTICE,Salbutamol (0301011R0),284,990.725280008174,18552.9999998,8374
202304,QHM,00P00,COALFIELDS PCN,U69720,KEPIER MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),11,125.143426915896,1600,8374
202304,QHM,00P00,COALFIELDS PCN,U69720,WESTBOURNE MEDICAL GROUP,Salbutamol (0301011R0),260,872.537016973936,15688,6532
202304,QHM,00P00,COALFIELDS PCN,U69720,WESTBOURNE MEDICAL GROUP,Terbutaline sulphate (0301011V0),3,39.1018959112176,500,6532
202304,QHM,00P00,DUMMY,-,FARMBOROUGH COURT,Salbutamol (0301011R0),14,88.4315732201389,930,
202304,QHM,00P00,DUMMY,-,NDUC GP OUT OF HOURS SERVICE (OOH),Salbutamol (0301011R0),2,10.6146272048481,100,
202304,QHM,00P00,DUMMY,-,PALLION PRIMARY CARE SERVICES,Salbutamol (0301011R0),3,5.60980240468454,200,22
202304,QHM,00P00,DUMMY,-,SOUTH TYNESIDE & SUNDERLAND NHS FT SUN,Salbutamol (0301011R0),2,19.1017703510879,57,
202304,QHM,00P00,DUMMY,-,SUNDERLAND ENHANCED ACCESS SERVICE,Salbutamol (0301011R0),44,95.4586912946523,2155,
202304,QHM,00P00,DUMMY,-,SUNDERLAND WEST 2 PCN ENHANCED ACCESS,Salbutamol (0301011R0),3,4.27313088193926,150,
202304,QHM,00P00,DUMMY,-,UNIDENTIFIED DOCTORS,Salbutamol (0301011R0),5,8.78801761679487,250,
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,HAPPY HOUSE SURGERY,Salbutamol (0301011R0),281,1039.36008745441,17420,8007
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,HAPPY HOUSE SURGERY,Terbutaline sulphate (0301011V0),1,7.82533918224352,100,8007
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,NEW SILKSWORTH MEDICAL PRACTICE,Salbutamol (0301011R0),293,1273.99473969621,19833,9400
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,NEW SILKSWORTH MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),5,39.1266959112176,500,9400
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SPRINGWELL MEDICAL GROUP,Salbutamol (0301011R0),226,723.321284861016,13863,6431
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SPRINGWELL MEDICAL GROUP,Terbutaline sulphate (0301011V0),2,23.4636175467306,300,6431
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG,Salbutamol (0301011R0),231,659.379530847669,12575.9999998,4577
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG,Terbutaline sulphate (0301011V0),1,7.82533918224352,100,4577
202304,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,VILLAGE SURGERY PARTNERSHIP,Salbutamol (0301011R0),200,727.953762380131,11820,4639
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,ASHBURN MEDICAL CENTRE,Salbutamol (0301011R0),218,1071.359124278,11796,5240
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,ASHBURN MEDICAL CENTRE,Terbutaline sulphate (0301011V0),5,39.1266959112176,500,5240
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,DEERNESS PARK MEDICAL GROUP,Salbutamol (0301011R0),706,1916.57647152938,37059,13399
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,DEERNESS PARK MEDICAL GROUP,Terbutaline sulphate (0301011V0),15,133.00596609814,1700,13399
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,PARK LANE PRACTICE,Salbutamol (0301011R0),103,243.854841839055,5810,4359
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,PARK LANE PRACTICE,Terbutaline sulphate (0301011V0),2,46.9024350934611,600,4359
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,RIVERVIEW SURGERY,Salbutamol (0301011R0),391,1257.4284431718,23388,7042
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,RIVERVIEW SURGERY,Terbutaline sulphate (0301011V0),2,31.2765567289741,400,7042
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,SOUTHLANDS MEDICAL GROUP,Salbutamol (0301011R0),527,1666.69256765488,29964,9455
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,SOUTHLANDS MEDICAL GROUP,Terbutaline sulphate (0301011V0),15,125.193026915896,1600,9455
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,THE NEW CITY MEDICAL GROUP,Salbutamol (0301011R0),193,472.365024761292,10850,5345
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,THE NEW CITY MEDICAL GROUP,Terbutaline sulphate (0301011V0),6,54.7649742757047,700,5345
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,VILLETTE SURGERY,Salbutamol (0301011R0),183,632.543930716235,10478,5480
202304,QHM,00P00,SUNDERLAND EAST PCN,U52297,VILLETTE SURGERY,Terbutaline sulphate (0301011V0),1,15.638278364487,200,5480
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,BRIDGE VIEW MEDICAL GROUP,Salbutamol (0301011R0),1081,3817.01605585084,70768.5,14921
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,BRIDGE VIEW MEDICAL GROUP,Terbutaline sulphate (0301011V0),11,101.704609369166,1300,14921
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,CASTLETOWN MEDICAL CENTRE,Salbutamol (0301011R0),74,170.458380254684,3770,2150
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,CASTLETOWN MEDICAL CENTRE,Terbutaline sulphate (0301011V0),1,15.638278364487,200,2150
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,"FULWELL MEDICAL CENTRE,",Salbutamol (0301011R0),208,545.060748280355,14180,9180
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,"FULWELL MEDICAL CENTRE,",Terbutaline sulphate (0301011V0),10,125.131026915896,1600,9180
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,MONKWEARMOUTH HEALTH CENTRE,Salbutamol (0301011R0),120,306.923311149919,6098,4591
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,RED HOUSE MEDICAL CENTRE,Salbutamol (0301011R0),296,1108.14934138235,16646,5331
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,RED HOUSE MEDICAL CENTRE,Terbutaline sulphate (0301011V0),3,23.4760175467306,300,5331
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,ST BEDE MEDICAL CENTRE,Salbutamol (0301011R0),294,1399.6624542624,18535,9184
202304,QHM,00P00,SUNDERLAND NORTH PCN,U43314,ST BEDE MEDICAL CENTRE,Terbutaline sulphate (0301011V0),4,54.7401742757047,700,9184
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,CHESTER SURGERY,Salbutamol (0301011R0),57,215.741477926712,4280,2914
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,FORGE MEDICAL PRACTICE,Salbutamol (0301011R0),284,1071.16322409184,15559,9033
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,FORGE MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),6,46.9520350934611,600,9033
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,HYLTON MEDICAL GROUP,Salbutamol (0301011R0),200,674.539835571631,11538,5828
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,HYLTON MEDICAL GROUP,Terbutaline sulphate (0301011V0),3,23.4760175467306,300,5828
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,MILLFIELD MEDICAL GROUP,Salbutamol (0301011R0),611,2165.28538729586,36261,14301
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,MILLFIELD MEDICAL GROUP,Terbutaline sulphate (0301011V0),18,172.107862009358,2200,14301
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,PALLION FAMILY PRACTICE,Salbutamol (0301011R0),329,1335.730352968,20963,10384
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,THE BROADWAY MEDICAL PRACTICE,Salbutamol (0301011R0),262,757.956353668135,15164,6872
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,THE BROADWAY MEDICAL PRACTICE,Terbutaline sulphate (0301011V0),1,7.82533918224352,100,6872
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,WEARSIDE MEDICAL PRACTICE - PALLION,Salbutamol (0301011R0),356,954.336020044485,21495,8411
202304,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,WEARSIDE MEDICAL PRACTICE - PALLION,Terbutaline sulphate (0301011V0),4,39.1142959112176,500,8411
