Year Month,ICB Code,Commissioner / Provider Code,PCN,PCN Code,Practice,BNF Chemical Substance plus Code,BNF Presentation plus Code,Items,Actual Cost,ADQ Usage,List Size
202305,QHM,00P00,COALFIELDS PCN,U69720,KEPIER MEDICAL PRACTICE,,,,,,8366
202305,QHM,00P00,COALFIELDS PCN,U69720,WESTBOURNE MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,204.572741634625,,6534
202305,QHM,00P00,DUMMY,-,FARMBOROUGH COURT,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,45.9144984812141,,
202305,QHM,00P00,DUMMY,-,PALLION PRIMARY CARE SERVICES,,,,,,24
202305,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,HAPPY HOUSE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,136.381827756417,,8070
202305,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,NEW SILKSWORTH MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,204.572741634625,,9393
202305,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SPRINGWELL MEDICAL GROUP,,,,,,6430
202305,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG,,,,,,4577
202305,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,VILLAGE SURGERY PARTNERSHIP,,,,,,4635
202305,QHM,00P00,SUNDERLAND EAST PCN,U52297,ASHBURN MEDICAL CENTRE,,,,,,5227
202305,QHM,00P00,SUNDERLAND EAST PCN,U52297,DEERNESS PARK MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,68.1909138782084,,13351
202305,QHM,00P00,SUNDERLAND EAST PCN,U52297,PARK LANE PRACTICE,,,,,,4348
202305,QHM,00P00,SUNDERLAND EAST PCN,U52297,RIVERVIEW SURGERY,,,,,,7080
202305,QHM,00P00,SUNDERLAND EAST PCN,U52297,SOUTHLANDS MEDICAL GROUP,,,,,,9477
202305,QHM,00P00,SUNDERLAND EAST PCN,U52297,THE NEW CITY MEDICAL GROUP,,,,,,5353
202305,QHM,00P00,SUNDERLAND EAST PCN,U52297,VILLETTE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,68.1909138782084,,5470
202305,QHM,00P00,SUNDERLAND NORTH PCN,U43314,BRIDGE VIEW MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,68.1909138782084,,14925
202305,QHM,00P00,SUNDERLAND NORTH PCN,U43314,CASTLETOWN MEDICAL CENTRE,,,,,,2144
202305,QHM,00P00,SUNDERLAND NORTH PCN,U43314,"FULWELL MEDICAL CENTRE,",Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,136.369427756417,,9187
202305,QHM,00P00,SUNDERLAND NORTH PCN,U43314,MONKWEARMOUTH HEALTH CENTRE,,,,,,4600
202305,QHM,00P00,SUNDERLAND NORTH PCN,U43314,RED HOUSE MEDICAL CENTRE,,,,,,5333
202305,QHM,00P00,SUNDERLAND NORTH PCN,U43314,ST BEDE MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,204.560341634625,,9215
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,CHESTER SURGERY,,,,,,2930
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,FORGE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,136.381827756417,,9011
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,HYLTON MEDICAL GROUP,,,,,,5834
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,MILLFIELD MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,136.381827756417,,14300
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,PALLION FAMILY PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,182.040292394018,,10384
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,PALLION FAMILY PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,68.1909138782084,,10384
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,THE BROADWAY MEDICAL PRACTICE,,,,,,6888
202305,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,WEARSIDE MEDICAL PRACTICE - PALLION,,,,,,8432
202305,QHM,00P00,WASHINGTON PCN,U61868,CONCORD MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,340.929769391042,,5155
202305,QHM,00P00,WASHINGTON PCN,U61868,GALLERIES MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,204.572741634625,,11057
202305,QHM,00P00,WASHINGTON PCN,U61868,I J HEALTHCARE,,,,,,3832
202305,QHM,00P00,WASHINGTON PCN,U61868,NEW WASHINGTON MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,409.145483269251,,7359
202305,QHM,00P00,WASHINGTON PCN,U61868,RICKLETON MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,68.1909138782084,,2468
202305,QHM,00P00,WASHINGTON PCN,U61868,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),5,306.965312451938,,10447
202305,QHM,00P00,WASHINGTON PCN,U61868,THE STEPHENSON MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,295.686687831634,,12402
202305,QHM,01H00,CARLISLE HEALTHCARE PCN,U92223,CARLISLE HEALTHCARE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),7,534.348686405364,,37871
202305,QHM,01H00,CARLISLE HEALTHCARE PCN,U92223,CARLISLE HEALTHCARE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),2,136.381827756417,,37871
202305,QHM,01H00,CARLISLE HEALTHCARE PCN,U92223,CARLISLE HEALTHCARE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.9641367964772,,37871
202305,QHM,01H00,CARLISLE HEALTHCARE PCN,U92223,SPENCER ST SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,68.1909138782084,,13206
202305,QHM,01H00,CARLISLE HEALTHCARE PCN,U92223,SPENCER ST SURGERY,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,68.1909138782084,,13206
202305,QHM,01H00,CARLISLE PCN,U66688,CARLISLE CENTRAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,136.381827756417,,5487
202305,QHM,01H00,CARLISLE PCN,U66688,CARLISLE CENTRAL PRACTICE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,19.4265066248903,,5487
202305,QHM,01H00,CARLISLE PCN,U66688,EDEN MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),11,421.283124811361,,16325
202305,QHM,01H00,CARLISLE PCN,U66688,EDEN MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,68.1909138782084,,16325
202305,QHM,01H00,CARLISLE PCN,U66688,WARWICK SQUARE GROUP PRACTICE,,,,,,7784
202305,QHM,01H00,CARLISLE PCN,U66688,FUSEHILL MEDICAL PRACTICE ( C 01-May-25 ),Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,159.217260075218,,7971
202305,QHM,01H00,CARLISLE RURAL PCN,U00639,BRAMPTON MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.9517367964772,,16858
202305,QHM,01H00,CARLISLE RURAL PCN,U00639,LONGTOWN MEDICAL CENTRE,,,,,,3686
202305,QHM,01H00,COCKERMOUTH & MARYPORT PCN,U76572,CASTLEGATE AND DERWENT SURGERY,,,,,,18032
202305,QHM,01H00,COCKERMOUTH & MARYPORT PCN,U76572,MARYPORT HEALTH SERVICES,,,,,,13691
202305,QHM,01H00,COPELAND HAVEN PCN,U94879,DISTINGTON SURGERY,,,,,,5787
202305,QHM,01H00,COPELAND HAVEN PCN,U94879,MANSION HOUSE SURGERY,,,,,,7273
202305,QHM,01H00,COPELAND HAVEN PCN,U94879,WESTCROFT HOUSE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,193.281717014322,,5647
202305,QHM,01H00,COPELAND PCN,U48302,FELLVIEW HEALTHCARE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),9,670.630514161781,,23783
202305,QHM,01H00,COPELAND PCN,U48302,LOWTHER MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,375.156226330146,,14245
202305,QHM,01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,68.1785138782084,,5901
202305,QHM,01H00,DUMMY,-,CUMBRIA HEALTH,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,216.038966254929,,
202305,QHM,01H00,DUMMY,-,CUMBRIA HEALTH,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,115.915873592954,,
202305,QHM,01H00,DUMMY,-,EDEN VALLEY HOSPICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,68.1909138782084,,
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,,,,,,2246
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,APPLEBY MEDICAL PRACTICE,,,,,,5055
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,204.572741634625,,14403
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,204.560341634625,,3708
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,GLENRIDDING HEALTH CENTRE,,,,,,940
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,KIRKOSWALD SURGERY,,,,,,2705
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,,,,,,3222
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,TEMPLE SOWERBY MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,45.4554815594078,,4833
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,THE LAKES MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.9641367964772,,10974
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,272.751255512834,,6673
202305,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,68.1785138782084,,6673
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,136.369427756417,,6899
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1,57.9641367964772,,6899
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,,,,,,4357
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,250.218806272227,,8365
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,,,,,,5112
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,,,,,,4326
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,,,,,,3502
202305,QHM,01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,227.742390875232,,8947
202305,QHM,01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),6,409.145483269251,,32804
202305,QHM,01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),2,115.928273592954,,32804
202305,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,BIRTLEY MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,477.286797147459,,15595
202305,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,OXFORD TCE & RAWLING RD MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,136.369427756417,,17064
202305,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,SECOND STREET SURGERY,,,,,,4455
202305,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1,68.1909138782084,,7224
202305,QHM,13T00,DUMMY,-,GOSFORTH MEMORIAL MED.CTR ( D 01-Sep-24 ),Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,272.763655512834,,11063
202305,QHM,13T00,DUMMY,-,ST OSWALDS PALLIATIVE CARE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),3,204.572741634625,,
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BEACON VIEW MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),1,68.1909138782084,,5402
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BENSHAM FAMILY PRACTICE,,,,,,4009
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BEWICK ROAD SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,204.560341634625,,7429
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,CENTRAL GATESHEAD MEDICAL GROUP,,,,,,10545
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL COTTAGE SURGERY,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),2,113.758795437616,,8370
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL TOWER MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,159.339076997024,,7675
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,MILLENNIUM FAMILY PRACTICE,,,,,,4129
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,WREKENTON MEDICAL GROUP,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,216.051366254929,,11703
202305,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,METRO INTERCHANGE SURGERY ( C 01-Apr-24 ),,,,,,4
202305,QHM,13T00,GATESHEAD EAST PCN,U13720,CROWHALL MEDICAL CENTRE,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),4,272.763655512834,,6234
