Year Month,ICB Code,Commissioner / Provider Code,PCN,PCN Code,Practice,BNF Chemical Substance plus Code,BNF Presentation plus Code,Items,Actual Cost,ADQ Usage,List Size
202401,QHM,00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,233.273511089452,,18930
202401,QHM,00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,18930
202401,QHM,00L00,WELL UP NORTH PCN,U25545,BELFORD MEDICAL PRACTICE,,,,,,4491
202401,QHM,00L00,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,,,,,,6721
202401,QHM,00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,84.0787806302579,,10418
202401,QHM,00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,10418
202401,QHM,00L00,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,100.65073590588,,7288
202401,QHM,00L00,WELL UP NORTH PCN,U25545,WELL CLOSE MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),2,201.301471811759,,9125
202401,QHM,00L00,WELL UP NORTH PCN,U25545,WOOLER HEALTH,,,,,,4811
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),4,210.215551575645,,3420
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,93.3168444357807,,3420
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 200mg tablets (0906031C0AAAHAH),1,206.765923925033,,3420
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,BRANCH END SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,5354
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,BURN BRAE MEDICAL GROUP,,,,,,10308
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),2,100.66313590588,,7209
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),5,126.580424136827,,5545
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,HUMSHAUGH & WARK MED GRP,,,,,,3513
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,PRUDHOE MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,42.045590315129,,6946
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,,,,,,2047
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,,,,,,5771
202401,QHM,00L00,WEST NORTHUMBERLAND PCN,U05512,WHITE MEDICAL GROUP,,,,,,8362
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,FARNHAM MEDICAL CTR.,,,,,,17151
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,ST GEORGE & RIVERSIDE MEDICAL PRACTICE,,,,,,7303
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,TALBOT MEDICAL CENTRE,,,,,,7914
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,TRINITY MEDICAL CENTRE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,107.943228440179,,6486
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,TRINITY MEDICAL CENTRE,Ascorbic acid (0906031C0),Lamberts Vitamin C Time Release 500mg tablets (0906031C0CBAABJ),4,181.844736166548,,6486
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,WENLOCK ROAD SURGERY,,,,,,4523
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,WEST VIEW SURGERY,,,,,,2850
202401,QHM,00N00,SOUTH TYNESIDE EAST PCN,U20256,WAWN STREET SURGERY ( C 01-May-25 ),,,,,,8081
202401,QHM,00N00,SOUTH TYNESIDE SOUTH PCN,U89118,CENTRAL SURGERY,,,,,,19150
202401,QHM,00N00,SOUTH TYNESIDE SOUTH PCN,U89118,COLLIERY COURT MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,8294
202401,QHM,00N00,SOUTH TYNESIDE SOUTH PCN,U89118,DR THORNILEY-WALKER & PARTNERS,,,,,,6134
202401,QHM,00N00,SOUTH TYNESIDE SOUTH PCN,U89118,IMEARY MEDICAL GROUP,,,,,,4128
202401,QHM,00N00,SOUTH TYNESIDE SOUTH PCN,U89118,MARSDEN MEDICAL GROUP,,,,,,14604
202401,QHM,00N00,SOUTH TYNESIDE SOUTH PCN,U89118,WHITBURN SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),6,70.6385934332557,,5378
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,ALBERT ROAD SURGERY,,,,,,3194
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,EAST WING PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),4,50.7876211443796,,4216
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,ELLISON VIEW SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),4,47.0923956221704,,6182
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,MAYFIELD MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,84.0787806302579,,9199
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,RAVENSWORTH SURGERY,,,,,,5889
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,THE G.P.SUITE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,84.0787806302579,,4558
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,THE GLEN MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),5,251.657839764699,,11094
202401,QHM,00N00,SOUTH TYNESIDE WEST PCN,U37826,VICTORIA MEDICAL CENTRE,,,,,,3647
202401,QHM,00P00,COALFIELDS PCN,U69720,GRANGEWOOD SURGERY,,,,,,7341
202401,QHM,00P00,COALFIELDS PCN,U69720,HERRINGTON MEDICAL CENTRE,,,,,,9378
202401,QHM,00P00,COALFIELDS PCN,U69720,HETTON GROUP PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),8,277.482903528328,,11778
202401,QHM,00P00,COALFIELDS PCN,U69720,"HOUGHTON MEDICAL GROUP,",,,,,,8188
202401,QHM,00P00,COALFIELDS PCN,U69720,KEPIER MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),7,147.717105996531,,8504
202401,QHM,00P00,COALFIELDS PCN,U69720,KEPIER MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),8,101.575242288759,,8504
202401,QHM,00P00,COALFIELDS PCN,U69720,WESTBOURNE MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),4,42.4922169108489,,6588
202401,QHM,00P00,COALFIELDS PCN,U69720,WESTBOURNE MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 200mg tablets (0906031C0AAAHAH),3,103.728101856097,,6588
202401,QHM,00P00,DUMMY,-,PALLION PRIMARY CARE SERVICES,,,,,,23
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,HAPPY HOUSE SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),4,84.5348338216978,,8270
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,HAPPY HOUSE SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,201.289071811759,,8270
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,HAPPY HOUSE SURGERY,Ascorbic acid (0906031C0),Lamberts Vitamin C Time Release 1000mg tablets (0906031C0CBABBX),1,25.0084957315583,,8270
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,NEW SILKSWORTH MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),4,101.08793590588,,9280
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,NEW SILKSWORTH MEDICAL PRACTICE,Ascorbic acid (0906031C0),Lamberts Vitamin C Time Release 1000mg tablets (0906031C0CBABBX),2,47.5625957385405,,9280
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SPRINGWELL MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,100.65073590588,,6401
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,SUNDERLAND GP ALLIANCE SOUTH HYLTON SURG,,,,,,4589
202401,QHM,00P00,SUNDERLAND CENTRAL PCN,U05458,VILLAGE SURGERY PARTNERSHIP,,,,,,4717
202401,QHM,00P00,SUNDERLAND EAST PCN,U52297,ASHBURN MEDICAL CENTRE,,,,,,5302
202401,QHM,00P00,SUNDERLAND EAST PCN,U52297,DEERNESS PARK MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,42.045590315129,,13455
202401,QHM,00P00,SUNDERLAND EAST PCN,U52297,PARK LANE PRACTICE,,,,,,4413
202401,QHM,00P00,SUNDERLAND EAST PCN,U52297,RIVERVIEW SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,42.045590315129,,7114
202401,QHM,00P00,SUNDERLAND EAST PCN,U52297,SOUTHLANDS MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),2,100.66313590588,,9963
202401,QHM,00P00,SUNDERLAND EAST PCN,U52297,THE NEW CITY MEDICAL GROUP,,,,,,5574
202401,QHM,00P00,SUNDERLAND EAST PCN,U52297,VILLETTE SURGERY,,,,,,5619
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,BRIDGE VIEW MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),2,126.124370945387,,15032
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,BRIDGE VIEW MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,46.6646222178904,,15032
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,BRIDGE VIEW MEDICAL GROUP,Ascorbic acid (0906031C0),Lamberts Vitamin C Time Release 500mg tablets (0906031C0CBAABJ),1,1.50753616654835,,15032
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,CASTLETOWN MEDICAL CENTRE,,,,,,2152
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,"FULWELL MEDICAL CENTRE,",Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,46.6646222178904,,9240
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,MONKWEARMOUTH HEALTH CENTRE,,,,,,4648
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,RED HOUSE MEDICAL CENTRE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),8,151.875557050259,,5444
202401,QHM,00P00,SUNDERLAND NORTH PCN,U43314,ST BEDE MEDICAL CENTRE,,,,,,9282
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,CHESTER SURGERY,,,,,,2978
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,FORGE MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),6,137.194051768819,,8874
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,HYLTON MEDICAL GROUP,,,,,,6572
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,MILLFIELD MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),4,47.0923956221704,,14674
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,PALLION FAMILY PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,42.045590315129,,10330
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,PALLION FAMILY PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 200mg tablets (0906031C0AAAHAH),1,68.9302413083444,,10330
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,PALLION FAMILY PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,100.65073590588,,10330
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,THE BROADWAY MEDICAL PRACTICE,,,,,,7242
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,WEARSIDE MEDICAL PRACTICE - PALLION,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,42.045590315129,,8320
202401,QHM,00P00,SUNDERLAND WEST 1 PCN,U14646,WEARSIDE MEDICAL PRACTICE - PALLION,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,100.65073590588,,8320
202401,QHM,00P00,WASHINGTON PCN,U61868,CONCORD MEDICAL PRACTICE,,,,,,5194
202401,QHM,00P00,WASHINGTON PCN,U61868,GALLERIES MEDICAL PRACTICE,,,,,,11215
202401,QHM,00P00,WASHINGTON PCN,U61868,I J HEALTHCARE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),4,50.7876211443796,,3740
202401,QHM,00P00,WASHINGTON PCN,U61868,NEW WASHINGTON MEDICAL GROUP,,,,,,7331
202401,QHM,00P00,WASHINGTON PCN,U61868,RICKLETON MEDICAL CENTRE,,,,,,2639
202401,QHM,00P00,WASHINGTON PCN,U61868,SUNDERLAND GP ALLIANCE MEDICAL PRACTICE,,,,,,10315
202401,QHM,00P00,WASHINGTON PCN,U61868,THE STEPHENSON MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,12367
202401,QHM,01H00,CARLISLE HEALTHCARE PCN,U92223,CARLISLE HEALTHCARE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,100.65073590588,,38070
202401,QHM,01H00,CARLISLE HEALTHCARE PCN,U92223,SPENCER ST SURGERY,,,,,,13299
202401,QHM,01H00,CARLISLE PCN,U66688,CARLISLE CENTRAL PRACTICE,,,,,,5922
202401,QHM,01H00,CARLISLE PCN,U66688,EDEN MEDICAL GROUP,,,,,,16542
202401,QHM,01H00,CARLISLE PCN,U66688,WARWICK SQUARE GROUP PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),2,84.0911806302579,,7722
202401,QHM,01H00,CARLISLE PCN,U66688,FUSEHILL MEDICAL PRACTICE ( C 01-May-25 ),,,,,,7919
202401,QHM,01H00,CARLISLE RURAL PCN,U00639,BRAMPTON MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),6,187.061462275842,,16870
202401,QHM,01H00,CARLISLE RURAL PCN,U00639,LONGTOWN MEDICAL CENTRE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),4,42.4922169108489,,3767
202401,QHM,01H00,COCKERMOUTH & MARYPORT PCN,U76572,CASTLEGATE AND DERWENT SURGERY,,,,,,18189
202401,QHM,01H00,COCKERMOUTH & MARYPORT PCN,U76572,MARYPORT HEALTH SERVICES,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,93.3168444357807,,13699
202401,QHM,01H00,COPELAND HAVEN PCN,U94879,DISTINGTON SURGERY,,,,,,6056
202401,QHM,01H00,COPELAND HAVEN PCN,U94879,MANSION HOUSE SURGERY,,,,,,7359
202401,QHM,01H00,COPELAND HAVEN PCN,U94879,WESTCROFT HOUSE SURGERY,,,,,,5862
202401,QHM,01H00,COPELAND PCN,U48302,FELLVIEW HEALTHCARE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),4,101.08793590588,,23616
202401,QHM,01H00,COPELAND PCN,U48302,LOWTHER MEDICAL CENTRE,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),1,84.0787806302579,,14041
202401,QHM,01H00,COPELAND PCN,U48302,SEASCALE HEALTH CENTRE,,,,,,5940
202401,QHM,01H00,DUMMY,-,EDEN VALLEY HOSPICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,ALSTON MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,100.63833590588,,2229
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,APPLEBY MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,46.6646222178904,,5067
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),2,168.157561260516,,14534
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,93.3168444357807,,14534
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,BIRBECK MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 200mg tablets (0906031C0AAAHAH),3,413.544247850067,,14534
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,COURT THORN SURGERY,,,,,,3733
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,GLENRIDDING HEALTH CENTRE,,,,,,932
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,KIRKOSWALD SURGERY,,,,,,2752
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,SHAP MEDICAL PRACTICE,,,,,,3255
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,TEMPLE SOWERBY MEDICAL PRACTICE,,,,,,4788
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,THE LAKES MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),2,359.642041609158,,11073
202401,QHM,01H00,EDEN (CUMBRIA) PCN,U08085,UPPER EDEN MEDICAL PRACTICE,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,150.969903858819,,6648
202401,QHM,01H00,KESWICK & SOLWAY PCN,U25680,ASPATRIA MEDICAL GROUP,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,7033
202401,QHM,01H00,KESWICK & SOLWAY PCN,U25680,CALDBECK SURGERY,,,,,,4372
202401,QHM,01H00,KESWICK & SOLWAY PCN,U25680,CASTLEHEAD MEDICAL CENTRE,,,,,,8329
202401,QHM,01H00,KESWICK & SOLWAY PCN,U25680,DALSTON MEDICAL GROUP,,,,,,5104
202401,QHM,01H00,KESWICK & SOLWAY PCN,U25680,SILLOTH GROUP MEDICAL PRACTICE,,,,,,4327
202401,QHM,01H00,KESWICK & SOLWAY PCN,U25680,THE CROFT SURGERY,,,,,,3518
202401,QHM,01H00,KESWICK & SOLWAY PCN,U25680,WIGTON GROUP MEDICAL PRACTICE,Ascorbic acid (0906031C0),Lamberts Vitamin C Time Release 1000mg tablets (0906031C0CBABBX),1,7.10693402418158,,8969
202401,QHM,01H00,WORKINGTON PCN,U67303,JAMES STREET GROUP PRACT,,,,,,32959
202401,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,BIRTLEY MEDICAL GROUP,,,,,,15404
202401,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,OXFORD TCE & RAWLING RD MEDICAL GROUP,,,,,,17396
202401,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,SECOND STREET SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 100mg tablets (0906031C0AAAGAG),1,46.6646222178904,,4679
202401,QHM,13T00,BIRTLEY AND CENTRAL GATESHEAD PCN,U76028,THE BRIDGES MEDICAL PRACTICE,,,,,,7720
202401,QHM,13T00,DUMMY,-,GOSFORTH MEMORIAL MED.CTR ( C 01-Oct-25 ),Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),7,42.819990315129,,10958
202401,QHM,13T00,DUMMY,-,GOSFORTH MEMORIAL MED.CTR ( C 01-Oct-25 ),Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,10958
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BEACON VIEW MEDICAL CENTRE,,,,,,5490
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BENSHAM FAMILY PRACTICE,,,,,,3918
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,BEWICK ROAD SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 50mg tablets (0906031C0AAAFAF),4,42.4922169108489,,7765
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,CENTRAL GATESHEAD MEDICAL GROUP,,,,,,10646
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL COTTAGE SURGERY,Ascorbic acid (0906031C0),Ascorbic acid 500mg tablets (0906031C0AAAIAI),1,50.3315679529398,,8487
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,FELL TOWER MEDICAL CENTRE,,,,,,7659
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,MILLENNIUM FAMILY PRACTICE,,,,,,4058
202401,QHM,13T00,GATESHEAD CENTRAL SOUTH PCN,U91254,WREKENTON MEDICAL GROUP,,,,,,11892
