Year Month,Country,BNF Chemical Substance plus Code,BNF Presentation plus Code,Items,Actual Cost,ADQ Usage,List Size
202502,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1530,100604.725708791,,63814878
202503,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),14153,1043797.57863073,,63824983
202503,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1658,130964.462933358,,63824983
202503,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1207,80240.1373253986,,63824983
202504,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),14429,1065220.1870569,,63829070
202504,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1663,131819.315973551,,63829070
202504,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1093,72813.3534352943,,63829070
202505,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),15219,1131345.05626185,,63849271
202505,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1731,137974.241334231,,63849271
202505,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),1004,66774.6322903607,,63849271
202506,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),14886,1109008.6429203,,63859394
202506,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1695,132205.357989836,,63859394
202506,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),882,59089.7576600532,,63859394
202507,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),15695,1166203.48347289,,63879648
202507,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1784,139605.147642422,,63879648
202507,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),855,56540.796742425,,63879648
202508,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),14395,1075361.44364434,,63890633
202508,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1562,122242.531592402,,63890633
202508,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),719,48346.5553276308,,63890633
202509,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),15134,1126700.68817754,,63970723
202509,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1694,134817.352827496,,63970723
202509,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),740,49033.2091973936,,63970723
202510,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),15463,1150899.86564393,,64005675
202510,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1637,128856.687582153,,64005675
202510,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),737,50112.435699728,,64005675
202511,ENGLAND,Lidocaine hydrochloride (1502010J0),Lidocaine 700mg medicated plasters (1502010J0AAELEL),14002,1049799.92803377,,63996561
202511,ENGLAND,Lidocaine hydrochloride (1502010J0),Versatis 700mg medicated plasters (1502010J0BSAAEL),1476,115179.904656063,,63996561
202511,ENGLAND,Lidocaine hydrochloride (1502010J0),Ralvo 700mg medicated plasters (1502010J0BWAAEL),647,42906.2056692405,,63996561
